CPU,Compiler,Test,N,Align,Restrict,Threads/Ranks,TileSize,Time_s,GFLOPS,Speedup,Efficiency_%
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,8,64,8.06,136.83,2.19,27.38
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,8,128,7.98,138.1,2.21,27.63
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,16,16,9.79,112.6,1.8,11.26
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,16,32,7.27,151.7,2.43,15.18
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,16,64,6.95,158.69,2.54,15.87
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,16,128,6.98,157.89,2.53,15.8
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,24,16,8.1,136.19,2.18,9.08
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,24,32,6.89,160.03,2.56,10.67
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,24,64,5.57,198.01,3.17,13.21
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,24,128,7.14,154.38,2.47,10.3
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,4,16,31.58,117.51,1.88,46.95
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,4,32,33.41,111.08,1.78,44.38
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,4,64,90.6,40.96,0.65,16.37
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,4,128,87.1,42.6,0.68,17.02
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,8,16,16.07,230.92,3.69,46.13
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,8,32,18.31,202.7,3.24,40.5
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,8,64,50.29,73.79,1.18,14.74
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,8,128,44.37,83.63,1.34,16.71
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,16,16,17.73,209.29,3.34,20.91
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,16,32,21.32,174.06,2.78,17.39
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,16,64,34.41,107.85,1.72,10.77
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,16,128,39.45,94.07,1.5,9.4
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,24,16,31.87,116.43,1.86,7.75
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,24,32,24.73,150.08,2.4,9.99
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,24,64,30.56,121.42,1.94,8.09
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12288,1,1,24,128,37.35,99.36,1.59,6.62
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,4,16,76.97,48.35,0.77,19.35
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,4,32,61.15,60.86,0.97,24.36
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,4,64,50.73,73.36,1.17,29.36
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,4,128,46.0,80.91,1.3,32.39
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,8,16,39.34,94.61,1.51,18.94
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,8,32,30.24,123.09,1.97,24.63
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,8,64,26.67,139.56,2.23,27.93
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,8,128,28.73,129.53,2.07,25.92
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,16,16,31.36,118.67,1.9,11.88
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,16,32,25.53,145.76,2.33,14.59
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,16,64,21.65,171.92,2.75,17.2
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,16,128,22.83,163.04,2.61,16.32
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,24,16,31.96,116.45,1.86,7.77
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,24,32,22.9,162.55,2.6,10.84
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,24,64,19.37,192.17,3.08,12.82
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,24,128,20.05,185.59,2.97,12.38
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,4,16,76.34,115.56,1.85,46.24
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,4,32,141.92,62.16,0.99,24.87
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,4,64,122.34,72.11,1.15,28.85
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,4,128,142.02,62.12,0.99,24.86
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,8,16,43.28,203.81,3.26,40.78
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,8,32,72.56,121.57,1.95,24.32
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,8,64,63.86,138.13,2.21,27.64
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,8,128,65.63,134.42,2.15,26.89
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,16,16,57.62,153.11,2.45,15.32
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,16,32,64.31,137.17,2.2,13.72
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,16,64,52.72,167.34,2.68,16.74
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,16,128,54.56,161.68,2.59,16.17
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,24,16,71.94,122.63,1.96,8.18
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,24,32,58.28,151.38,2.42,10.1
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,24,64,46.55,189.53,3.03,12.64
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,24,128,55.45,159.1,2.55,10.61
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,4,16,102.44,85.87,1.38,34.38
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,4,32,121.21,72.57,1.16,29.06
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,4,64,90.58,97.1,1.56,38.88
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,4,128,128.25,68.59,1.1,27.46
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,8,16,59.71,147.31,2.36,29.49
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,8,32,70.5,124.77,2.0,24.98
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,8,64,55.05,159.77,2.56,31.98
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,8,128,73.95,118.94,1.9,23.81
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,16,16,70.47,124.82,2.0,12.49
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,16,32,70.78,124.28,1.99,12.44
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,16,64,49.3,178.42,2.86,17.86
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,16,128,65.18,134.95,2.16,13.51
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,24,16,90.0,97.74,1.57,6.52
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,24,32,65.86,133.57,2.14,8.91
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,24,64,45.96,191.4,3.07,12.77
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16384,1,1,24,128,65.71,133.87,2.14,8.93
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,4100,1,1,1,128,6.2,22.22,0.36,35.62
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,8200,1,1,1,128,51.18,21.55,0.34,34.49
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,12300,1,1,1,128,172.72,21.55,0.35,34.5
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,16400,1,1,1,128,409.4,21.55,0.34,34.49
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,4100,1,1,1,16,11.57,11.92,0.19,19.11
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,8200,1,1,1,16,89.32,12.35,0.2,19.76
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,12300,1,1,1,16,301.46,12.35,0.2,19.77
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,16400,1,1,1,16,714.58,12.35,0.2,19.76
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,4100,1,1,1,32,7.04,19.59,0.31,31.41
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,8200,1,1,1,32,62.06,17.77,0.28,28.44
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,12300,1,1,1,32,209.44,17.77,0.28,28.45
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,16400,1,1,1,32,496.44,17.77,0.28,28.44
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,4100,1,1,1,64,6.15,22.42,0.36,35.95
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,8200,1,1,1,64,50.71,21.75,0.35,34.81
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,12300,1,1,1,64,171.14,21.75,0.35,34.82
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,16400,1,1,1,64,405.67,21.75,0.35,34.81
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,4100,1,1,2,128,3.2,43.06,0.69,34.52
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,8200,1,1,2,128,26.26,42.0,0.67,33.61
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,12300,1,1,2,128,88.61,42.0,0.67,33.62
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,16400,1,1,2,128,210.04,42.0,0.67,33.61
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,4100,1,1,2,16,5.8,23.77,0.38,19.06
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,8200,1,1,2,16,44.96,24.53,0.39,19.63
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,12300,1,1,2,16,151.74,24.53,0.39,19.64
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,16400,1,1,2,16,359.68,24.53,0.39,19.63
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,4100,1,1,2,32,3.55,38.87,0.62,31.16
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,8200,1,1,2,32,30.36,36.33,0.58,29.07
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,12300,1,1,2,32,102.45,36.33,0.58,29.08
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,16400,1,1,2,32,242.85,36.33,0.58,29.07
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,4100,1,1,2,64,3.1,44.54,0.71,35.7
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,8200,1,1,2,64,23.06,47.82,0.77,38.27
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,12300,1,1,2,64,77.83,47.82,0.77,38.28
12th Gen Intel(R) Core(TM) i9-12900K,gcc,omp-tile,16400,1,1,2,64,184.49,47.82,0.77,38.27
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,4100,1,1,1,128,7.79,17.69,0.28,28.37
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,8200,1,1,1,128,50.49,21.84,0.35,34.96
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,12300,1,1,1,128,170.39,21.84,0.35,34.97
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,16400,1,1,1,128,403.89,21.84,0.35,34.96
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,4100,1,1,1,16,11.1,12.41,0.2,19.9
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,8200,1,1,1,16,95.35,11.57,0.19,18.51
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,12300,1,1,1,16,321.8,11.57,0.19,18.52
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,16400,1,1,1,16,762.79,11.57,0.19,18.51
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,4100,1,1,1,32,6.85,20.11,0.32,32.24
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,8200,1,1,1,32,55.3,19.94,0.32,31.91
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,12300,1,1,1,32,186.65,19.94,0.32,31.93
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,16400,1,1,1,32,442.43,19.94,0.32,31.91
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,4100,1,1,1,64,6.23,22.14,0.35,35.49
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,8200,1,1,1,64,52.85,20.87,0.33,33.4
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,12300,1,1,1,64,178.37,20.87,0.33,33.41
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,16400,1,1,1,64,422.8,20.87,0.33,33.4
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,4100,1,1,2,128,3.19,43.17,0.69,34.61
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,8200,1,1,2,128,26.14,42.19,0.68,33.76
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,12300,1,1,2,128,88.22,42.19,0.68,33.77
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,16400,1,1,2,128,209.11,42.19,0.68,33.76
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,4100,1,1,2,16,5.58,24.7,0.4,19.8
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,8200,1,1,2,16,47.68,23.13,0.37,18.51
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,12300,1,1,2,16,160.93,23.13,0.37,18.51
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,16400,1,1,2,16,381.46,23.13,0.37,18.51
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,4100,1,1,2,32,3.49,39.53,0.63,31.69
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,8200,1,1,2,32,28.43,38.79,0.62,31.04
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,12300,1,1,2,32,95.95,38.79,0.62,31.05
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,16400,1,1,2,32,227.43,38.79,0.62,31.04
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,4100,1,1,2,64,3.16,43.65,0.7,34.99
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,8200,1,1,2,64,21.98,50.17,0.8,40.15
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,12300,1,1,2,64,74.18,50.17,0.8,40.17
12th Gen Intel(R) Core(TM) i9-12900K,icc,omp-tile,16400,1,1,2,64,175.82,50.17,0.8,40.15
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,4100,1,1,1,128,7.32,18.84,0.3,30.2
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,1,128,63.77,17.29,0.28,27.68
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,1,128,215.21,17.29,0.28,27.69
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,1,128,510.13,17.29,0.28,27.68
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,4100,1,1,1,16,11.4,12.09,0.19,19.38
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,1,16,90.86,12.14,0.19,19.42
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,1,16,306.66,12.14,0.19,19.43
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,1,16,726.9,12.14,0.19,19.42
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,4100,1,1,1,32,7.8,17.67,0.28,28.33
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,1,32,73.03,15.1,0.24,24.17
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,1,32,246.49,15.1,0.24,24.18
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,1,32,584.26,15.1,0.24,24.17
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,4100,1,1,1,64,7.68,17.95,0.29,28.78
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,1,64,54.08,20.39,0.33,32.64
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,1,64,182.53,20.39,0.33,32.65
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,1,64,432.66,20.39,0.33,32.64
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,4100,1,1,2,128,3.82,36.12,0.58,28.96
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,2,128,30.49,36.16,0.58,28.94
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,2,128,102.91,36.16,0.58,28.95
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,2,128,243.94,36.16,0.58,28.94
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,4100,1,1,2,16,5.71,24.13,0.39,19.34
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,2,16,45.44,24.27,0.39,19.42
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,2,16,153.37,24.27,0.39,19.43
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,2,16,363.54,24.27,0.39,19.42
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,4100,1,1,2,32,4.0,34.49,0.55,27.65
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,2,32,32.02,34.44,0.55,27.56
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,2,32,108.06,34.44,0.55,27.57
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,2,32,256.14,34.44,0.55,27.56
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,4100,1,1,2,64,3.91,35.23,0.56,28.24
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,8200,1,1,2,64,28.25,39.03,0.62,31.24
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,12300,1,1,2,64,95.35,39.03,0.62,31.25
12th Gen Intel(R) Core(TM) i9-12900K,icx,omp-tile,16400,1,1,2,64,226.02,39.03,0.62,31.24
